Id	Score	Text
785	5	My 5 month old just started baby foods. He has tried a couple other brands of squash, but did not like them. I picked up SPROUT, and he ate the whole pouch! He loves them! I am now stocking up on other flavors!
786	5	The flavor of this tea is unmatchable. It is not carried in too many stores and why it isn't I don't know. I first brew it hot then make ice tea. No sugar is needed since the mango flavor give it a sugary taste.
787	1	I love Starbucks Coffee.  I made the mistake of ordering three bags of French Roast from CORELONE SALES CO.  My advise is to avoid this seller.  One of the bags looks as if it has been repacked.  Another bag may not contain the coffee I ordered.  CORELONE SALES CO. is dishonest and selling a coffee that may or may not be Starbucks Coffee.  Since it is in a language that I do not recognize, I cannot identify where the coffee has been packaged.<br /><br />I should not have purchased the product from this Vendor and I did so in order to save a dollar!  Big mistake and I urge Amazon customers to avoid doing business with this company.  They are not honest.<br /><br />I have learned my lesson and will only purchase Starbucks French Roast directly from Amazon Prime.  I urge everyone else to do the same otherwise they will be ripped off.
788	3	If you like strong coffee, this is the product for you. To me, it was a little too potent, but if you have a more European taste for coffee, you might find it to your liking. It has a heck of a kick (well, to me it did) and does the job if you need caffeine for medicinal (cough cough) purposes.<br /><br />The cans are a little on the small side, but I guess that's the point: Small and potent.<br /><br />As for the flavor, it's pretty good for strong coffee. I can't complain.<br /><br />All in all, I'm not sure I'd grab this again, but only because it's not to my personal liking. It's a well-made product that will appeal to some people, but not others.
789	3	...but the cans were smaller than I expected for the price I paid.  I dunno, I just expected to be saving a lot more than that when buying in bulk.  It's the same price (about $3 a can) at the local Target.  Plus, and this is a personal problem, I had a hard time being conservative with em.  They are delicious (not as good as the smoked ones though which Amazon doesn't sell for some reason) and I couldn't stop eating them!  I went through two cans in the first night!  I love to snack, but almonds aren't the best for snacking in large quantities, and I won't explain exactly why but it messes with your digestive system.  Anyways, the nuts are perfectly fine and it's a decent price (considering you're not paying sales tax outside of NY and that there's free shipping if you're patient) so I can't not recommend them, although I will never buy em again in this quantity.
790	2	I find the crisps dissolve in your mouth and aren't especially filling.  It's pretty tasty and an unbelievable 40 calories per pack.  But I think I'll stick to regular apples as more filling and tastier.
791	5	this is great!  cant tell the difference from original peanut better.  I have it with my fruit or on toast. Compared to the origanal calories of 45 vs 190 per serving..can't beat it.  Love this and will keep buying it.
792	5	It is close to the taste of fresh coffee. Moreover, it is cheap and convenient. I can have quick coffee every morning.
793	5	This product is terrific.  Delivered on time.  Will buy again.<br />Brings me back to my childhood.  This is one of the best comfort foods.
794	4	This product is great! I do not recommend sleeping overnight with this product. It smells horrible and will keep you up all night for the scent.
795	5	I love this brand of southern sweet tea.  It really has a great taste and is just sweet enough.  I am always happy with my purchase.
796	5	Brutus, my 3 year old pit bull, is such a heavy chewer he can destroy just about any toy in no time flat. The only toys that stand a chance with him are extreme Kongs, Nylabones, and the large size of the Premier Busy Buddy Bouncy Bone. (NOTE: There is a medium/large size, but it's 7 ; the large size is 9 , and that's preferable, IMO.) He loves chewing on the ends, he loves chewing on the big purple ball in the center, and he loves the gnawhide treats. And I love the fact that the toy lasts and lasts and lasts. Also, the fact that I can add in the gnawhide treats is a bonus because it seems to keep him more interested in the Bouncy Bone, compared to the Nylabones and/or Kongs.  With the Kongs, I can and do fill them with food and treats, and he'll play with them until the food is gone. But after that, he quickly loses interest. It's different with the Bouncy Bone; he'll keep on playing with it long after he finishes the gnawhide treats.<br /><br />Eventually, he was able to chew off one of the ends. But he now loves playing with the purple ball by itself, carrying it with him everywhere he goes. He likes it when I take it from his mouth and throw it in the house and/or backyard. He keeps bringing it back. And back. And....well, you get the picture. From now on, this is the only toy I'll ever get for him. He is a voracious eater, and is extremely motivated by food incentives. But he loves his Bouncy Bone even MORE than food, because instead of running straight to his food bowl in the morning, he runs right for his Bouncy Bone. HIGHLY RECOMMENDED for heavy chewers!!!
